"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AJ1","AY1","AY2","GA1","GF1","IA1","KA1","MA1","MD1","ME1","MW1","OA1","REM","EQD"
"31713099999","2000-01-02T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","050,1,N,0020,1","99999,9,9,N","010000,1,N,1","-0179,1","-0220,1","10250,1",,,,,,"08,99,1,08,1,00,1,99999,9,07,1,99,9",,,,"8,1,030,1,+999,9",,,,"SYN060AAXX  02061 31713 42997 80502 11179 21220 40250 58030 8807/;",
"31713099999","2000-01-02T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0170,1","-0204,1","10244,1","06,0000,9,1",,,,,"08,99,1,08,1,00,1,99999,9,07,1,99,9",,"999,M,-0170,1",,"7,1,005,1,+999,9",,,,"SYN070AAXX  02091 31713 329// 80200 11170 21204 40244 57005 8807/ 333 11170;","Q01  00002PRCP06"
"31713099999","2000-01-02T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0157,1","-0191,1","10237,1","06,0000,9,1",,,,,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,"999,M,+9999,9","99999,9,10129,1","7,1,007,1,+999,9",,,,"SYN076AAXX  02121 31713 329// 80000 11157 21191 30129 40237 57007 8802/ 333 11170;","Q01  00002PRCP06Q02 -01702ATMX  "
"31713099999","2000-01-02T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0151,1","-0185,1","10226,1",,,,,,"08,99,1,08,1,00,1,99999,9,07,1,99,9",,,,"7,1,010,1,+999,9",,,,"SYN060AAXX  02151 31713 429// 80000 11151 21185 40226 57010 8807/;",
"31713099999","2000-01-02T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0147,1","-0174,1","10221,1",,,"7,1,06,1","2,1,06,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"7,1,005,1,+999,9",,"71,1",,"SYN066AAXX  02181 31713 419// 80000 11147 21174 40221 57005 77172 8802/;",
"31713099999","2000-01-02T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","340,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0129,1","-0149,1","10215,1",,,"7,1,03,1","7,1,03,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"7,1,006,1,+999,9",,"71,1",,"SYN066AAXX  02211 31713 /19// 83402 11129 21149 40215 57006 77177 8802/;",
"31713099999","2000-01-03T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","090,1,N,0020,1","99999,9,9,N","002000,1,N,1","-0121,1","-0127,1","10228,1","00,0001,9,1",,"7,1,06,1","7,1,06,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9","23,9","120,N,-0169,1","99999,9,10121,1","3,1,013,1,+999,9",,"71,1",,"SYN094AAXX  03001 31713 11995 80902 11121 21127 30121 40228 53013 69920 77177 8802/ 333 21169 47017;",
"31713099999","2000-01-03T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","090,1,N,0020,1","99999,9,9,N","002000,1,N,1","-0094,1","-0110,1","99999,9",,,"7,1,03,1","7,1,03,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"4,1,000,1,+999,9",,"71,1",,"SYN066AAXX  03031 31713 41995 80902 11094 2111/ 40121 54000 77177 8802/;","Q01+101213APOSLPQ02 101213APOSLP"
"31713099999","2000-01-03T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","090,1,N,0020,1","99999,9,9,N","002000,1,N,1","-0070,1","-0095,1","10229,1",,,"7,1,06,1","7,1,06,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"3,1,004,1,+999,9",,"71,1",,"SYN066AAXX  03061 31713 41995 80902 11070 21095 40229 53004 77177 8802/;",
"31713099999","2000-01-03T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","090,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0102,1","-0108,1","10239,1",,,"7,1,03,1","7,1,03,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,"999,M,-0057,1",,"2,1,008,1,+999,9",,"73,1",,"SYN076AAXX  03091 31713 /19// 80902 11102 21108 40239 52008 77377 8802/ 333 11057;",
"31713099999","2000-01-03T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","090,1,N,0040,1","99999,9,9,N","999999,9,N,1","-0112,1","-0147,1","10258,1","00,0051,9,1",,"7,1,06,1","2,1,06,1",,"08,99,1,08,1,00,1,99999,9,07,1,99,9",,"999,M,-0057,1","99999,9,10151,1","2,1,018,1,+999,9",,"22,1",,"SYN088AAXX  03121 31713 119// 80904 11112 21147 30151 40258 52018 60050 72272 8807/ 333 11057;",
"31713099999","2000-01-03T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0126,1","-0146,1","10261,1",,,"7,1,03,1","2,1,03,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"2,1,002,1,+999,9",,"71,1",,"SYN066AAXX  03151 31713 419// 80000 11126 21146 40261 52002 77172 8802/;",
"31713099999","2000-01-03T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","340,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0131,1","-0144,1","10268,1",,,"7,1,06,1","2,1,06,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"2,1,007,1,+999,9",,"71,1",,"SYN066AAXX  03181 31713 419// 83402 11131 21144 40268 52007 77172 8802/;",
"31713099999","2000-01-03T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","340,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0132,1","-0145,1","10275,1",,,"7,1,03,1","7,1,03,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"2,1,007,1,+999,9",,"71,1",,"SYN066AAXX  03211 31713 /19// 83402 11132 21145 40275 52007 77177 8802/;",
"31713099999","2000-01-04T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,N,1","-0124,1","-0137,1","10281,1","00,0020,9,1",,"7,1,06,1","2,1,06,1",,"03,99,1,99,9,00,1,99999,9,07,1,00,1","23,9","120,N,-0141,1","99999,9,10173,1","2,1,006,1,+999,9",,"22,1",,"SYN094AAXX  04001 31713 11997 30000 11124 21137 30173 40281 52006 60020 72272 87070 333 21141 47024;","Q01+000072SCOTLC"
"31713099999","2000-01-04T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","180,1,N,0020,1","99999,9,9,N","002000,1,N,1","-0096,1","-0122,1","10279,1",,,"7,1,03,1","2,1,03,1",,"08,99,1,08,1,00,1,99999,9,01,1,99,9",,,,"8,1,001,1,+999,9",,"71,1",,"SYN066AAXX  04031 31713 42995 81802 11096 21122 40279 58001 77172 8801/;",
"31713099999","2000-01-04T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","180,1,N,0020,1","99999,9,9,N","020000,1,N,1","-0086,1","-0124,1","10279,1",,,"7,1,06,1","2,1,06,1",,"07,99,1,05,1,00,1,99999,9,03,1,05,1",,,,"3,1,001,1,+999,9",,"22,1",,"SYN066AAXX  04061 31713 41998 71802 11086 21124 40279 53001 72272 85035;",
"31713099999","2000-01-04T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0139,1","-0152,1","10291,1",,,,,,"07,99,1,07,1,00,1,99999,9,03,1,00,1",,"999,M,-0072,1",,"2,1,010,1,+999,9",,,,"SYN070AAXX  04091 31713 /29// 70000 11139 21152 40291 52010 87030 333 11072;",
"31713099999","2000-01-04T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","090,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0154,1","-0173,1","99999,9","00,0005,9,1",,,,,"07,99,1,07,1,00,1,99999,9,03,1,00,1",,"999,M,-0072,1",,"2,1,004,1,+999,9",,,,"SYN070AAXX  04121 31713 129// 70902 11154 21173 52004 69940 87030 333 11072;",
"31713099999","2000-01-04T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0173,1","-0185,1","10301,1",,,,,,"06,99,1,06,1,00,1,99999,9,03,1,00,1",,,,"2,1,004,1,+999,9",,,,"SYN060AAXX  04151 31713 429// 60000 11173 21185 40301 52004 86030;",
"31713099999","2000-01-04T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0149,1","-0169,1","10304,1",,,"7,1,06,1","2,1,06,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"2,1,005,1,+999,9",,"71,1",,"SYN066AAXX  04181 31713 419// 80000 11149 21169 40304 52005 77172 8802/;",
"31713099999","2000-01-04T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","020,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0161,1","-0180,1","10308,1",,,"7,1,03,1","7,1,03,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"2,1,003,1,+999,9",,"71,1",,"SYN066AAXX  04211 31713 /19// 80202 11161 21180 40308 52003 77177 8802/;",
"31713099999","2000-01-05T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,N,1","-0174,1","-0193,1","10318,1","00,0003,9,1",,"7,1,06,1","7,1,06,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9","23,9","120,N,-0189,1","99999,9,10208,1","2,1,009,1,+999,9",,"71,1",,"SYN094AAXX  05001 31713 11995 80000 11174 21193 30208 40318 52009 69930 77177 8802/ 333 21189 47024;",
"31713099999","2000-01-05T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,N,1","-0159,1","-0186,1","10319,1",,,"7,1,03,1","7,1,03,1",,"08,99,1,08,1,00,1,99999,9,07,1,99,9",,,,"2,1,002,1,+999,9",,"71,1",,"SYN066AAXX  05031 31713 41995 80000 11159 21186 40319 52002 77177 8807/;",
"31713099999","2000-01-05T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,N,1","-0145,1","-0196,1","10314,1",,,"7,1,06,1","2,1,06,1",,"07,99,1,07,1,00,1,99999,9,03,1,00,1",,,,"8,1,004,1,+999,9",,"10,1",,"SYN066AAXX  05061 31713 41996 70000 11145 21196 40314 58004 71072 87030;",
"31713099999","2000-01-05T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","001100,1,N,1","-0210,1","-0228,1","10322,1",,,,,,"02,99,1,02,1,00,1,99999,9,03,1,00,1",,"999,M,-0138,1",,"3,1,006,1,+999,9",,,,"SYN070AAXX  05091 31713 /2911 20000 11210 21228 40322 53006 82030 333 11138;",
"31713099999","2000-01-05T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0244,1","-0262,1","10327,1","00,0003,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,"999,M,-0138,1","99999,9,10215,1","2,1,003,1,+999,9",,,,"SYN082AAXX  05121 31713 129// 00000 11244 21262 30215 40327 52003 69930 82030 333 11138;",
"31713099999","2000-01-05T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0256,1","-0281,1","10328,1",,,,,,"07,99,1,07,1,00,1,99999,9,03,1,00,1",,,,"4,1,000,1,+999,9",,,,"SYN060AAXX  05151 31713 429// 70000 11256 21281 40328 54000 87030;",
"31713099999","2000-01-05T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0264,1","-0282,1","10316,1",,,,,,"03,99,1,02,1,00,1,99999,9,03,1,01,1",,,,"8,1,012,1,+999,9",,,,"SYN060AAXX  05181 31713 429// 30000 11264 21282 40316 58012 82031;",
"31713099999","2000-01-05T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0220,1","-0238,1","10294,1",,,"7,1,03,1","1,1,03,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,,,"7,1,020,1,+999,9",,"71,1",,"SYN066AAXX  05211 31713 /19// 83602 11220 21238 40294 57020 77171 8802/;",
"31713099999","2000-01-06T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,N,1","-0156,1","-0175,1","10229,1",,,"7,1,03,1","7,1,03,1",,"08,99,1,08,1,00,1,99999,9,01,1,99,9",,,,"8,1,049,1,+999,9",,"71,1",,"SYN066AAXX  06031 31713 41995 80000 11156 21175 40229 58049 77177 8801/;",
"31713099999","2000-01-06T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","070,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0083,1","-0106,1","10148,1",,,"2,1,03,1","2,1,03,1",,"08,99,1,08,1,00,1,99999,9,02,1,99,9",,"999,M,-0082,1",,"8,1,068,2,+999,9",,"36,1",,"SYN076AAXX  06091 31713 /19// 80706 11083 21106 40148 58068 73622 8802/ 333 11082;","Q01+000682APC3  "
"31713099999","2000-01-06T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","070,1,N,0100,1","99999,9,9,N","999999,9,N,1","-0073,1","-0086,1","10114,1","00,0008,9,1",,"3,1,06,1","2,1,06,1",,"08,99,1,08,1,00,1,99999,9,07,1,99,9",,"120,M,+9999,9","99999,9,10011,1","8,1,033,1,+999,9",,"38,1","4,01,0120,1","SYN100AAXX  06121 31713 119// 80710 11073 21086 30011 40114 58033 69980 73832 8807/ 333 11082 91012 91112;","Q01 -00822ATMX  "
"31713099999","2000-01-06T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","020,1,N,0160,1","99999,9,9,N","999999,9,N,1","-0058,1","-0069,1","10055,1",,,"3,1,03,1","3,1,03,1","09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"8,1,059,1,+999,9",,"39,1","4,01,0180,1","SYN082AAXX  06151 31713 419// 90216 11058 21069 40055 58059 73933 89999 333 91018 91118;",
"31713099999","2000-01-06T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","020,1,N,0160,1","99999,9,9,N","999999,9,N,1","-0043,1","-0052,1","09957,2","06,0000,9,1",,"3,1,03,1","3,1,03,1","09,1,+99999,9,99,9","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"8,1,058,2,+999,9",,"39,1","4,01,0200,1","SYN082AAXX  06211 31713 31/// 90216 11043 21052 49957 58058 73933 89999 333 91020 91120;","Q01+099573APOSLPQ02+000582APC3  Q03  00002PRCP06"
"31713099999","2000-01-10T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,N,1","-0204,1","-0229,1","10213,1","00,0001,9,1",,"9,1,06,1","2,1,06,1",,"08,99,1,08,1,00,1,99999,9,07,1,99,9","23,9","120,N,-0259,1","99999,9,10103,1","8,1,007,1,+999,9",,"70,1",,"SYN094AAXX  10001 31713 11995 80000 11204 21229 30103 40213 58007 69920 77092 8807/ 333 21259 47027;",
"31713099999","2000-01-10T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","002000,1,N,1","-0149,1","-0183,1","10208,1",,,"7,1,06,1","2,1,06,1",,"08,99,1,08,1,00,1,99999,9,01,1,99,9",,,,"7,1,001,1,+999,9",,"70,1",,"SYN066AAXX  10061 31713 41995 82002 11149 21183 40208 57001 77072 8801/;",
"31713099999","2000-01-10T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0340,1","-0361,1","10289,1","06,0000,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"2,1,015,1,+999,9",,,,"SYN054AAXX  10211 31713 329// 00000 11340 21361 40289 52015;","Q01  00002PRCP06"
"31713099999","2000-01-11T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0249,1","-0281,1","10293,1","06,0000,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","23,9","120,N,-0342,1","99999,9,10181,1","2,1,009,1,+999,9",,,,"SYN076AAXX  11001 31713 329// 00000 11249 21281 30181 40293 52009 333 21342 47027;","Q01  00002PRCP06"
"31713099999","2000-01-11T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","050000,1,N,1","-0190,1","-0223,1","10292,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"2,1,001,1,+999,9",,,,"SYN054AAXX  11031 31713 42999 00000 11190 21223 40292 52001;",
"31713099999","2000-01-11T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","050000,1,N,1","-0161,1","-0203,1","10290,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"8,1,001,1,+999,9",,,,"SYN054AAXX  11061 31713 42999 00000 11161 21203 40290 58001;",
"31713099999","2000-01-11T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","340,1,N,0020,1","22000,1,9,N","999999,9,N,1","-0169,1","-0219,1","10305,1","06,0000,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,"999,M,-0150,1",,"3,1,015,1,+999,9",,,,"SYN064AAXX  11091 31713 329// 03402 11169 21219 40305 53015 333 11150;","Q01  00002PRCP06"
"31713099999","2000-01-11T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","200,1,N,0020,1","22000,1,9,N","999999,9,N,1","-0260,1","-0298,1","10309,1","06,0000,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,"999,M,-0150,1","99999,9,10196,1","4,1,000,1,+999,9",,,,"SYN070AAXX  11121 31713 329// 02002 11260 21298 30196 40309 54000 333 11150;","Q01  00002PRCP06"
"31713099999","2000-01-11T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0267,1","-0298,1","10294,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"8,1,011,1,+999,9",,,,"SYN054AAXX  11151 31713 429// 00000 11267 21298 40294 58011;",
"31713099999","2000-01-11T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0299,1","-0330,1","10295,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"7,1,005,1,+999,9",,,,"SYN054AAXX  11181 31713 429// 00000 11299 21330 40295 57005;",
"31713099999","2000-01-11T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0350,1","-0374,1","10286,1","06,0000,9,1",,,,,"02,99,1,00,1,00,1,99999,9,00,1,01,1",,,,"7,1,011,1,+999,9",,,,"SYN060AAXX  11211 31713 329// 20000 11350 21374 40286 57011 80001;","Q01  00002PRCP06"
"31713099999","2000-01-12T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","050000,1,N,1","-0366,1","-0400,1","10280,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","24,9","120,N,-0364,1","99999,9,10162,1","7,1,007,1,+999,9",,,,"SYN076AAXX  12001 31713 42999 00000 11366 21400 30162 40280 57007 333 21364 48026;",
"31713099999","2000-01-12T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","050000,1,N,1","-0226,1","-0274,1","10257,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"7,1,015,1,+999,9",,,,"SYN054AAXX  12031 31713 42999 00000 11226 21274 40257 57015;",
"31713099999","2000-01-12T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","050000,1,N,1","-0204,1","-0261,1","10245,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"7,1,012,1,+999,9",,,,"SYN054AAXX  12061 31713 42999 00000 11204 21261 40245 57012;",
