"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AJ1","AY1","AY2","GA1","GF1","IA1","KA1","MA1","MD1","ME1","MW1","OA1","REM","EQD"
"31713099999","2000-04-01T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","00750,1,9,N","002000,1,N,1","+0014,1","-0018,1","10082,1",,,"8,1,06,1","7,1,06,1",,"08,99,1,06,1,09,1,00800,1,07,1,99,9",,,,"8,1,004,1,+999,9",,"85,1",,"SYN066AAXX  01061 31713 41595 80000 10014 21018 40082 58004 78587 8697/;",
"31713099999","2000-04-01T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0020,1","03600,1,9,N","050000,1,N,1","+0027,1","-0012,1","10093,1",,,"8,1,03,1","7,1,03,1",,"06,99,1,02,1,09,1,01250,1,03,1,01,1",,"999,M,+0030,1",,"3,1,012,1,+999,9",,"02,1",,"SYN076AAXX  01091 31713 /1699 62702 10027 21012 40093 53012 70287 82931 333 10030;",
"31713099999","2000-04-01T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0006,1","-0044,1","10181,2","00,0003,9,1",,,,,"05,99,1,05,1,00,1,99999,9,03,1,00,1",,"999,M,+0030,1","99999,9,10018,1","2,1,024,1,+999,9",,,,"SYN082AAXX  01121 31713 129// 52706 11006 21044 30018 40181 52024 69930 85030 333 10030;","Q01+101813APOSLP"
"31713099999","2000-04-01T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0060,1","22000,1,9,N","999999,9,N,1","-0030,1","-0064,1","10137,1",,,,,,"03,99,1,03,1,00,1,99999,9,03,1,00,1",,,,"2,1,018,1,+999,9",,,,"SYN060AAXX  01151 31713 429// 32706 11030 21064 40137 52018 83030;",
"31713099999","2000-04-01T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0035,1","-0083,1","10150,1",,,,,,"07,99,1,07,1,00,1,99999,9,03,1,00,1",,,,"2,1,012,1,+999,9",,,,"SYN060AAXX  01181 31713 429// 72702 11035 21083 40150 52012 87030;",
"31713099999","2000-04-01T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","050000,1,N,1","-0059,1","-0112,1","10160,1","99,0000,9,1",,,,,"03,99,1,03,1,00,1,99999,9,03,1,00,1",,,,"2,1,008,1,+999,9",,,,"SYN060AAXX  01211 31713 32999 30000 11059 21112 40160 52008 83030;","Q01  00002PRCP99"
"31713099999","2000-04-02T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0060,1","22000,1,9,N","050000,1,N,1","+0042,1","-0133,1","10171,1","99,0000,9,1","0015,9,1,999999,9,9",,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","30,9","120,N,-0067,1","99999,9,10070,1","2,1,014,1,+999,9",,,,"SYN076AAXX  02001 31713 32999 02706 10042 21133 30070 40171 52014 333 21067 42015;","Q01  00002PRCP99"
"31713099999","2000-04-02T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0060,1","22000,1,9,N","050000,1,N,1","+0014,1","-0145,1","10181,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"2,1,010,1,+999,9",,,,"SYN054AAXX  02031 31713 42999 02706 10014 21145 40181 52010;",
"31713099999","2000-04-02T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0040,1","22000,1,9,N","050000,1,N,1","+0022,1","-0163,1","10193,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"2,1,012,1,+999,9",,,,"SYN054AAXX  02061 31713 42999 02704 10022 21163 40193 52012;",
"31713099999","2000-04-02T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0020,1","22000,1,9,N","050000,1,N,1","+0045,1","-0122,1","10162,1","99,0000,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,"999,M,+0051,1",,"8,1,030,1,+999,9",,,,"SYN064AAXX  02091 31713 32999 02702 10045 21122 40162 58030 333 10051;","Q01  00002PRCP99"
"31713099999","2000-04-02T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0029,1","-0131,1","10171,1","99,0000,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,"999,M,+0051,1","99999,9,10069,1","3,1,007,1,+999,9",,,,"SYN070AAXX  02121 31713 329// 00000 11029 21131 30069 40171 53007 333 10051;","Q01  00002PRCP99"
"31713099999","2000-04-02T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0039,1","-0121,1","10169,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"8,1,003,1,+999,9",,,,"SYN054AAXX  02151 31713 429// 00000 11039 21121 40169 58003;",
"31713099999","2000-04-02T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0059,1","-0102,1","10161,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"7,1,009,1,+999,9",,,,"SYN054AAXX  02181 31713 429// 00000 11059 21102 40161 57009;",
"31713099999","2000-04-02T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","320,1,N,0020,1","22000,1,9,N","050000,1,N,1","-0048,1","-0092,1","10135,1","99,0000,9,1",,,,,"02,99,1,00,1,00,1,99999,9,00,1,01,1",,,,"7,1,024,1,+999,9",,,,"SYN060AAXX  02211 31713 32999 23202 11048 21092 40135 57024 80001;","Q01  00002PRCP99"
"31713099999","2000-04-03T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","360,1,N,0020,1","22000,1,9,N","050000,1,N,1","+0000,1","-0042,1","10127,1","99,0000,9,1","0009,9,1,999999,9,9",,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","23,9","120,N,-0072,1","99999,9,10027,1","7,1,006,1,+999,9",,,,"SYN076AAXX  03001 31713 32999 03602 10000 21042 30027 40127 57006 333 21072 47009;","Q01  00002PRCP99"
"31713099999","2000-04-03T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","360,1,N,0060,1","22000,1,9,N","050000,1,N,1","+0034,1","-0052,1","10129,1",,,,,,"02,99,1,00,1,00,1,99999,9,00,1,01,1",,,,"3,1,003,1,+999,9",,,,"SYN060AAXX  03031 31713 42999 23606 10034 21052 40129 53003 80001;",
"31713099999","2000-04-03T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","160,1,N,0060,1","22000,1,9,N","050000,1,N,1","+0040,1","-0040,1","10120,1",,,,,,"03,99,1,00,1,00,1,99999,9,00,1,01,1",,,,"8,1,009,1,+999,9",,,,"SYN060AAXX  03061 31713 42999 31606 10040 21040 40120 58009 80001;",
"31713099999","2000-04-03T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","140,1,N,0040,1","99999,9,9,N","050000,1,N,1","+0026,1","+9999,9","10115,1","99,0000,9,1",,,,,"07,99,1,00,1,00,1,99999,9,00,1,04,1",,"999,M,+0043,1",,"7,1,005,1,+999,9",,,,"SYN070AAXX  03091 31713 32999 71404 10026 20040 40115 57005 80004 333 10043;","Q01  00002PRCP99"
"31713099999","2000-04-03T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0001,1","-0032,1","10119,1","99,0000,9,1",,,,,"08,99,1,08,1,00,1,99999,9,05,1,99,9",,"999,M,+0043,1","99999,9,10019,1","3,1,003,1,+999,9",,,,"SYN076AAXX  03121 31713 329// 80000 11001 21032 30019 40119 53003 8805/ 333 10043;","Q01  00002PRCP99"
"31713099999","2000-04-03T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","070,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0009,1","-0034,1","10106,1",,,,,,"08,99,1,00,1,00,1,99999,9,00,1,07,1",,,,"8,1,013,1,+999,9",,,,"SYN060AAXX  03151 31713 429// 80702 11009 21034 40106 58013 80007;",
"31713099999","2000-04-03T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0012,1","-0029,1","10087,1",,,,,,"08,99,1,08,1,00,1,99999,9,07,1,99,9",,,,"7,1,019,1,+999,9",,,,"SYN060AAXX  03181 31713 429// 80000 11012 21029 40087 57019 8807/;",
"31713099999","2000-04-03T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","070,1,N,0020,1","99999,9,9,N","020000,1,N,1","+0000,1","-0014,1","10065,1","99,0000,9,1",,,,,"08,99,1,03,1,09,1,99999,9,04,1,99,9",,,,"7,1,022,1,+999,9",,,,"SYN060AAXX  03211 31713 32998 80702 10000 21014 40065 57022 8394/;","Q01  00002PRCP99"
"31713099999","2000-04-04T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","090,1,N,0020,1","99999,9,9,N","010000,1,N,1","+0017,1","+0003,1","10043,1","99,0000,9,1","0005,9,1,999999,9,9",,,,"08,99,1,08,1,00,1,99999,9,07,1,99,9","30,9","120,N,-0012,1","99999,9,09944,1","7,1,021,1,+999,9",,,,"SYN082AAXX  04001 31713 32997 80902 10017 20003 39944 40043 57021 8807/ 333 21012 42005;","Q01  00002PRCP99"
"31713099999","2000-04-04T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","340,1,N,0020,1","00750,1,9,N","002000,1,N,1","+0019,1","+0019,1","10018,1",,,"8,1,03,1","2,1,03,1",,"08,99,1,08,1,09,1,00800,1,99,9,99,9",,,,"8,1,025,1,+999,9",,"84,1",,"SYN066AAXX  04031 31713 41595 83402 10019 20019 40018 58025 78482 889//;",
"31713099999","2000-04-04T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","020,1,N,0020,1","00750,1,9,N","004000,1,N,1","+0030,1","+0022,1","09996,1",,,"8,1,06,1","2,1,06,1",,"08,99,1,06,1,04,1,00800,1,07,1,99,9",,,,"7,1,021,1,+999,9",,"10,1",,"SYN066AAXX  04061 31713 41596 80202 10030 20022 49996 57021 71082 8647/;",
"31713099999","2000-04-04T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","00420,1,9,N","004000,1,N,1","+0023,1","+0023,1","09964,1",,,"2,1,03,1","2,1,03,1",,"08,99,1,07,1,09,1,00450,1,07,1,99,9",,"999,M,+0030,1",,"8,1,032,1,+999,9",,"10,1",,"SYN076AAXX  04091 31713 /1496 80000 10023 20023 49964 58032 71022 8797/ 333 10030;",
"31713099999","2000-04-04T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","250,1,N,0080,1","00750,1,9,N","999999,9,N,1","+0017,1","+0017,1","09963,1","00,0010,9,1",,,,,"08,99,1,07,1,09,1,00800,1,07,1,99,9",,"120,M,+0030,1","99999,9,09864,1","7,1,002,1,+999,9",,,"4,01,0120,1","SYN094AAXX  04121 31713 125// 82508 10017 20017 39864 49963 57002 69990 8797/ 333 10030 91012 91112;",
"31713099999","2000-04-04T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","250,1,N,0100,1","22000,1,9,N","999999,9,N,1","+0005,1","-0009,1","09990,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"3,1,027,1,+999,9",,,"4,01,0140,1","SYN070AAXX  04151 31713 429// 02510 10005 21009 49990 53027 333 91014 91116;",
"31713099999","2000-04-04T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","250,1,N,0060,1","22000,1,9,N","999999,9,N,1","-0013,1","-0039,1","10011,1",,,,,,"04,99,1,04,1,01,1,00800,1,00,1,00,1",,,,"2,1,021,1,+999,9",,,,"SYN070AAXX  04181 31713 425// 42506 11013 21039 40011 52021 84100 333 91116;",
"31713099999","2000-04-04T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","250,1,N,0060,1","99999,9,9,N","050000,1,N,1","-0016,1","+9999,9","10024,1","99,0000,9,1",,,,,"06,99,1,06,1,00,1,99999,9,05,1,00,1",,,,"2,1,012,1,+999,9",,,,"SYN060AAXX  04211 31713 32999 62506 11016 21005 40024 52012 86050;","Q01  00002PRCP99"
"31713099999","2000-04-05T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","250,1,N,0040,1","22000,1,9,N","050000,1,N,1","-0004,1","-0065,1","10039,1","99,0000,9,1","0203,9,1,999999,9,9",,,,"02,99,1,02,1,00,1,99999,9,03,1,00,1","28,9","120,N,-0016,1","99999,9,09933,1","2,1,009,1,+999,9",,,,"SYN082AAXX  05001 31713 32999 22504 11004 21065 39933 40039 52009 82030 333 21016 44203;","Q01  00002PRCP99"
"31713099999","2000-04-05T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","360,1,N,0060,1","22000,1,9,N","050000,1,N,1","+0026,1","-0068,1","10036,1",,,,,,"01,99,1,01,1,00,1,99999,9,03,1,00,1",,,,"2,1,005,1,+999,9",,,,"SYN060AAXX  05031 31713 42999 13606 10026 21068 40036 52005 81030;",
"31713099999","2000-04-05T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","320,1,N,0040,1","01200,1,9,N","050000,1,N,1","+0040,1","-0072,1","10035,1",,,,,,"06,99,1,06,1,02,1,01250,1,00,1,00,1",,,,"4,1,000,1,+999,9",,,,"SYN060AAXX  05061 31713 42699 63204 10040 21072 40035 54000 86200;",
"31713099999","2000-04-05T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","320,1,N,0020,1","00750,1,9,N","050000,1,N,1","+0022,1","-0083,1","10040,1","99,0000,9,1",,,,,"06,99,1,06,1,09,1,00800,1,00,1,00,1",,"999,M,+0044,1",,"3,1,004,1,+999,9",,,,"SYN070AAXX  05091 31713 32599 63202 10022 21083 40040 53004 86900 333 10044;","Q01  00002PRCP99"
"31713099999","2000-04-05T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","320,1,N,0020,1","22000,1,9,N","999999,9,N,1","-0030,1","-0080,1","10069,1","99,0000,9,1",,,,,"02,99,1,02,1,00,1,99999,9,03,1,00,1",,"999,M,+0044,1","99999,9,09968,1","3,1,027,1,+999,9",,,,"SYN076AAXX  05121 31713 329// 23202 11030 21080 39968 40069 53027 82030 333 10044;","Q01  00002PRCP99"
"31713099999","2000-04-05T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","320,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0055,1","-0089,1","10073,1",,,,,,"05,99,1,05,1,00,1,99999,9,03,1,00,1",,,,"2,1,002,1,+999,9",,,,"SYN060AAXX  05151 31713 429// 53202 11055 21089 40073 52002 85030;",
"31713099999","2000-04-05T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0047,1","-0091,1","10072,1",,,,,,"05,99,1,05,1,00,1,99999,9,03,1,00,1",,,,"4,1,000,1,+999,9",,,,"SYN060AAXX  05181 31713 429// 50000 11047 21091 40072 54000 85030;",
"31713099999","2000-04-05T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","050000,1,N,1","-0050,1","-0099,1","10075,1","99,0000,9,1",,,,,"01,99,1,01,1,00,1,99999,9,03,1,00,1",,,,"3,1,003,1,+999,9",,,,"SYN060AAXX  05211 31713 32999 10000 11050 21099 40075 53003 81030;","Q01  00002PRCP99"
"31713099999","2000-04-06T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0020,1","22000,1,9,N","050000,1,N,1","+0007,1","-0058,1","10088,1","99,0000,9,1","0003,9,1,999999,9,9",,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","30,9","120,N,-0066,1","99999,9,09988,1","2,1,015,1,+999,9",,,,"SYN076AAXX  06001 31713 32999 02702 10007 21058 39988 40088 52015 333 21066 42003;","Q01  00002PRCP99"
"31713099999","2000-04-06T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0020,1","22000,1,9,N","050000,1,N,1","+0032,1","-0063,1","10081,1",,,,,,"02,99,1,02,1,01,1,00800,1,00,1,00,1",,,,"7,1,006,1,+999,9",,,,"SYN060AAXX  06031 31713 42599 22702 10032 21063 40081 57006 82100;",
"31713099999","2000-04-06T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0040,1","22000,1,9,N","050000,1,N,1","+0047,1","-0074,1","10077,1",,,,,,"03,99,1,99,9,01,1,00800,1,00,1,00,1",,,,"7,1,003,1,+999,9",,,,"SYN060AAXX  06061 31713 42599 32704 10047 21074 40077 57003 84100;","Q01+000042SCOTLC"
"31713099999","2000-04-06T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","270,1,N,0020,1","22000,1,9,N","050000,1,N,1","+0023,1","-0077,1","10074,1","99,0000,9,1",,,,,"02,99,1,02,1,04,1,01250,1,00,1,00,1",,"999,M,+0049,1",,"7,1,005,1,+999,9",,,,"SYN070AAXX  06091 31713 32699 22702 10023 21077 40074 57005 82400 333 10049;","Q01  00002PRCP99"
"31713099999","2000-04-06T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0029,1","-0068,1","10090,1","99,0000,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,"999,M,+0049,1","99999,9,09989,1","3,1,015,1,+999,9",,,,"SYN070AAXX  06121 31713 329// 00000 11029 21068 39989 40090 53015 333 10049;","Q01  00002PRCP99"
"31713099999","2000-04-06T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","+0035,1","-0063,1","10088,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"8,1,003,1,+999,9",,,,"SYN054AAXX  06151 31713 429// 00000 10035 21063 40088 58003;",
"31713099999","2000-04-06T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0045,1","-0076,1","10082,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"7,1,006,1,+999,9",,,,"SYN054AAXX  06181 31713 429// 00000 11045 21076 40082 57006;",
"31713099999","2000-04-06T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","03600,1,9,N","050000,1,N,1","-0048,1","-0068,1","10075,1","99,0000,9,1",,,,,"08,99,1,03,1,05,1,00800,1,03,1,99,9",,,,"7,1,007,1,+999,9",,,,"SYN060AAXX  06211 31713 32599 80000 11048 21068 40075 57007 8353/;","Q01  00002PRCP99"
"31713099999","2000-04-07T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","360,1,N,0040,1","99999,9,9,N","050000,1,N,1","-0010,1","-0053,1","10076,1","99,0000,9,1","0001,9,1,999999,9,9",,,,"08,99,1,02,1,05,1,99999,9,05,1,99,9","25,9","120,N,-0055,1","99999,9,09976,1","3,1,003,1,+999,9",,,,"SYN082AAXX  07001 31713 32999 83604 11010 21053 39976 40076 53003 8255/ 333 21055 41001;","Q01  00002PRCP99"
"31713099999","2000-04-07T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","020,1,N,0020,1","00750,1,9,N","050000,1,N,1","+0072,1","-0022,1","10059,1",,,,,,"08,99,1,05,1,05,1,00800,1,05,1,99,9",,,,"8,1,015,1,+999,9",,,,"SYN060AAXX  07031 31713 42599 80202 10072 21022 40059 58015 8555/;",
"31713099999","2000-04-07T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","020,1,N,0020,1","00750,1,9,N","050000,1,N,1","+0054,1","-0076,1","10048,1",,,,,,"08,99,1,05,1,05,1,00800,1,05,1,99,9",,,,"7,1,011,1,+999,9",,,,"SYN060AAXX  07061 31713 42599 80202 10054 21076 40048 57011 8555/;",
"31713099999","2000-04-07T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","180,1,N,0020,1","22000,1,9,N","050000,1,N,1","+0044,1","-0085,1","10049,1","99,0000,9,1",,,,,"03,99,1,03,1,00,1,99999,9,03,1,00,1",,"999,M,+0074,1",,"4,1,000,1,+999,9",,,,"SYN070AAXX  07091 31713 32999 31802 10044 21085 40049 54000 83030 333 10074;","Q01  00002PRCP99"
"31713099999","2000-04-07T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","+0002,1","-0097,1","10071,1","99,0000,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,"999,M,+0074,1","99999,9,09971,1","3,1,021,1,+999,9",,,,"SYN070AAXX  07121 31713 329// 00000 10002 21097 39971 40071 53021 333 10074;","Q01  00002PRCP99"
"31713099999","2000-04-07T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0003,1","-0085,1","10083,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"2,1,012,1,+999,9",,,,"SYN054AAXX  07151 31713 429// 00000 11003 21085 40083 52012;",
"31713099999","2000-04-07T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","999999,9,N,1","-0016,1","-0085,1","10109,1",,,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"3,1,025,1,+999,9",,,,"SYN054AAXX  07181 31713 429// 00000 11016 21085 40109 53025;",
"31713099999","2000-04-07T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","050000,1,N,1","-0029,1","-0087,1","10119,1","99,0000,9,1",,,,"00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,"2,1,010,1,+999,9",,,,"SYN054AAXX  07211 31713 32999 00000 11029 21087 40119 52010;","Q01  00002PRCP99"
"31713099999","2000-04-08T00:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","290,1,N,0060,1","22000,1,9,N","050000,1,N,1","+0048,1","-0068,1","10131,1","99,0000,9,1",,,,,"02,99,1,00,1,00,1,99999,9,00,1,01,1",,,"99999,9,10033,1","2,1,015,1,+999,9",,,,"SYN066AAXX  08001 31713 32999 22906 10048 21068 30033 40131 52015 80001;","Q01  00002PRCP99"
"31713099999","2000-04-08T03:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","290,1,N,0020,1","22000,1,9,N","050000,1,N,1","+0070,1","-0074,1","10130,1",,,,,,"04,99,1,03,1,01,1,01250,1,00,1,01,1",,,,"8,1,001,1,+999,9",,,,"SYN060AAXX  08031 31713 42699 42902 10070 21074 40130 58001 83101;",
"31713099999","2000-04-08T06:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","250,1,N,0060,1","00750,1,9,N","050000,1,N,1","+0103,1","-0041,1","10110,1",,,,,,"06,99,1,06,1,02,1,00800,1,00,1,00,1",,,,"7,1,019,1,+999,9",,,,"SYN060AAXX  08061 31713 42599 62506 10103 21041 40110 57019 86200;",
"31713099999","2000-04-08T09:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","180,1,N,0020,1","99999,9,9,N","020000,1,N,1","+0070,1","-0044,1","10101,1","99,0000,9,1",,,,,"07,99,1,06,1,00,1,99999,9,03,1,01,1",,"999,M,+0103,1",,"7,1,010,1,+999,9",,,,"SYN070AAXX  08091 31713 32998 71802 10070 21044 40101 57010 86031 333 10103;","Q01  00002PRCP99"
"31713099999","2000-04-08T12:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","200,1,N,0020,1","22000,1,9,N","999999,9,N,1","+0042,1","-0044,1","10109,1","99,0000,9,1",,,,,"02,99,1,00,1,00,1,99999,9,00,1,01,1",,"999,M,+0103,1","99999,9,10010,1","3,1,007,1,+999,9",,,,"SYN076AAXX  08121 31713 329// 22002 10042 21044 30010 40109 53007 80001 333 10103;","Q01  00002PRCP99"
"31713099999","2000-04-08T15:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","180,1,N,0020,1","22000,1,9,N","999999,9,N,1","+0037,1","-0044,1","10111,1",,,,,,"02,99,1,00,1,00,1,99999,9,00,1,01,1",,,,"2,1,002,1,+999,9",,,,"SYN060AAXX  08151 31713 429// 21802 10037 21044 40111 52002 80001;",
"31713099999","2000-04-08T18:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","180,1,N,0020,1","22000,1,9,N","999999,9,N,1","+0022,1","-0042,1","10097,1",,,,,,"02,99,1,00,1,00,1,99999,9,00,1,01,1",,,,"8,1,015,1,+999,9",,,,"SYN060AAXX  08181 31713 429// 21802 10022 21042 40097 58015 80001;",
"31713099999","2000-04-08T21:00:00","4","48.7333333","132.95","80.0","BIROBIDZHAN, RS","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","020000,1,N,1","-0008,1","-0020,1","10091,1","99,0000,9,1",,,,,"08,99,1,05,1,00,1,99999,9,03,1,04,1",,,,"7,1,006,1,+999,9",,,,"SYN060AAXX  08211 31713 32998 80000 11008 21020 40091 57006 85034;","Q01  00002PRCP99"
