indx;name;lat;lon
31725;Смидович;48.61;133.83
31766;Иоли;48.63;138.98
31786;Вяземская;47.55;134.81
31788;Лермонтовка;47.15;134.33
31790;Георгиевка;47.94;135.23
31792;Бичевая;47.76;135.63
31801;Гвасюги;47.66;136.18
31815;Сукпай;47.68;137.48
31825;Агзу;47.6;138.4
31832;Бикин;46.8;134.26
31845;Красный Яр;46.53;135.31
31848;Глубинное;46.06;135.38
31851;Родниковая;46.68;136.21
31856;Охотничий;46.51;136.98
31866;Сосуново;46.53;138.33
31875;Лесозаводск;45.46;133.38
31878;Кировский;45.1;133.5
31884;Малиново;45.41;134.27
31895;Мельничное;45.45;135.5
31906;Малая Кема;45.4;137.16
31915;Пограничный;44.4;131.38
31917;Полтавка;44.03;131.31
31924;Хороль;44.43;132.06
31935;Яковлевка;44.41;133.48
31938;Арсеньев;44.33;133.33
31939;Чугуевка;44.15;133.86
31943;Рощино;44.9;134.88
31946;Кавалерово;44.25;135.05
31961;Тимирязевский;43.86;131.96
31970;Находка;42.8;132.89
31971;Барабаш;43.18;131.5
31974;Артем;43.36;132.16
31986;Лазо;43.4;133.88
31987;Партизанск;43.15;133.01
31994;Березняки;43.58;134.16
31995;Ольга;43.75;135.3
31996;Маргаритово;43.43;134.77
32010;Оха;53.61;142.95
32013;Ныврово;54.33;142.63
32027;Погиби;52.21;141.63
32036;Вал;52.33;143.08
32053;Ноглики;51.91;143.13
32059;Комрво;51.11;143.56
32069;Пильво;50.05;142.16
32076;Пограничное;50.4;143.76
32088;Углегорск;49.08;142.06
32099;Мыс Терпения;48.65;144.73
32121;Ильинский;47.98;142.2
32128;Холмск;47.05;142.05
32145;Невельск;46.66;141.86
32156;Новиково;46.4;143.39
32158;Корсаков;46.65;142.76
32174;Курильск;45.25;147.88
32186;Уруп;46.2;150.5
32213;Мыс Лопатка;50.86;156.68
32246;Оссора;59.3;163.16
32293;Тигиль;57.75;158.66
32333;Мыс Озерной;57.65;163.23
32363;Эссо;55.91;158.76
32379;Козыревск;56.05;159.86
32408;Усть-Камчатск;56.21;162.46
32409;Мыс Африка;56.18;163.3
32496;Мильково;54.7;158.63
32497;Пущино;54.18;158.01
32519;Кроноки;54.61;161.2
32539;Начики;53.11;157.73
32547;Сосновка;53.08;158.3
32562;Большерецк;52.93;156.58
32586;Петропавлов Маяк;52.88;158.71
32594;Озерная;51.48;156.48
32596;Водопадная;51.81;158.1
32618;Никольское;55.2;165.98
34001;Дмитровск-Орловский;52.5;35.15
34013;Ливны;52.43;37.6
34026;Конь-Колодезь;52.15;39.15
34036;Совхоз Им.Ленина;52.2;40.86
34047;Жердевка;51.83;41.48
34049;Обловка;51.96;42.26
34063;Петровск;52.28;45.4
34083;Хвалынск;52.5;48.08
34086;Балаково;52.05;47.83
34101;Льгов;51.63;35.28
34109;Обоянь;51.21;36.28
34116;Старый Оскол;51.3;37.88
34146;Борисоглебск;51.36;42.08
34164;Калининск;51.5;44.5
34231;Лиски;51;39.5
34237;Павловск;50.45;40.09
34238;Анна;51.48;40.41
34247;Калач;50.41;41.05
34321;Валуйки;50.21;38.09
34336;Богучар;49.92;40.56
35001;Большая Глушица;52.38;50.46
35026;Зилаир;52.21;57.4
35041;Бреды;52.43;60.35
36021;Ключи;52.25;79.13
36022;Волчиха;52.01;80.36
36028;Угловское;51.4;80.19
36032;Поспелиха;52;81.5
36036;Краснощеково;51.65;82.73
36038;Змеиногорск;51.15;82.2
36045;Солонешное;51.66;84.31
36047;Чарышское;51.4;83.58
36052;Горно-Алтайск;51.96;86
36055;Кызыл-Озек;51.9;86
36057;Шебалино;51.25;85.66
36058;Чемал;51.43;86
36064;Яйлю;51.76;87.6
36068;Беля;51.42;87.8
36073;Кантегир;52.28;90.78
36074;Большой Он;52.06;89.75
36083;Усть-Уса;52.11;92.28
36087;Чадан;51.36;91.44
36090;Хову-Аксы;51.11;93.83
36091;Нижне-Усинское;52.26;93.01
36099;Сосновка;51.15;94.51
36103;Тоора-Хем;52.46;96.1
36213;Усть-Кан;50.93;84.76
36229;Усть-Кокса;50.28;85.61
36231;Онгудай;50.76;86.13
36237;Катанда;50.16;86.16
36259;Кош-Агач;50.01;88.68
36278;Мугур-Аксы;50.36;90.43
36307;Эрзин;50.26;95.11
22318;Лоухи;66.06;33
22456;Кепино;65.23;41.53
22876;Красноборск;61.57;45.95
22951;Коноша;60.98;40.27
23327;Инта;66.03;60.12
23410;Усинск;66.03;57.37
23453;Уренгой;65.95;78.4
23827;Бурмантово;61.17;60.28
23829;Атымья;61.03;62.22
23862;Корлики;61.32;82.24
23905;Усть-Черная;60.47;52.63
23912;Ныроб;60.44;56.43
23913;Вая;60.6;58.38
23925;Шанталь;60.15;62.8
23947;Салым;60.07;71.48
24261;Батагай-Алыта;67.8;130.38
24263;Батагай;67.65;134.68
24266;Верхоянск;67.55;133.38
24322;Полярный;66.73;112.43
24338;Эйк;66.03;117.4
24371;Усть-Чаркы;66.8;136.68
24449;Бестяхская З/Ф;65.3;124.11
24525;Хабардино;64.6;112.51
24538;Чумпурук;64.23;116.91
24557;Сого-Хая;64.28;126.45
24585;Нера;64.55;143.11
24643;Хатырык-Хомо;63.95;124.83
24644;Верхневилюйск;63.45;120.31
24656;Батамай;63.51;129.43
24691;Делянкир;63.83;145.6
24713;Наканно;62.88;108.43
24725;Туой-Хая;62.53;111.23
24726;Мирный;62.53;113.86
24737;Крестях;62.26;116.15
24739;Чаингда;62.28;119.85
24753;Намцы;62.73;129.66
24758;Бердигестях;62.26;127.06
24763;Крест-Хальджай;62.81;134.43
24768;Чурапча;62.03;132.6
24771;Теплый Ключ;62.76;136.56
24826;Дорожный;61.45;114.11
24843;Тонгулах;61.91;124.55
24856;Покровская;61.48;129.15
24878;Аллах-Юнь;61.1;138.03
24918;Преображенка;60.05;108.08
24928;Комака;60.26;111.73
24933;Килеер;60.95;119.3
24934;Нюя;60.53;116.23
24951;Исить;60.81;125.31
24962;Амга;60.9;131.98
24967;Тегюлтя;60.46;130
25206;Среднеколымск;67.44;153.71
25335;Баимка;66.53;164.28
25400;Зырянка;65.73;150.9
25448;Чуванское;65.18;167.97
25456;Снежное;65.45;172.97
25469;Канчалан;65.18;176.77
25568;Яранги;64.05;176.15
26064;Ломоносов;59.92;29.78
26078;Любань;59.34;31.22
26092;Шугозеро;59.95;34.2
26184;Малая Вишера;58.83;32.22
26378;Холм;57.15;31.18
26381;Демянск;57.65;32.47
26459;Идрица;56.31;28.89
27106;Устюжна;58.85;36.43
27108;Охоны;58.56;35.63
27247;Кострома;57.77;41.03
27259;Макарьев;57.89;43.76
27441;Шуя;56.84;41.4
27549;Муром;55.59;42.02
27675;Порецкое;55.18;46.33
27685;Батырево;55.67;47.6
27717;Суворов;54.08;36.22
27776;Сурское;54.47;46.7
27803;Белев;53.79;36.11
27815;Чернь;53.44;36.89
27891;Сенгилей;53.97;48.8
27955;Белинский;52.97;43.4
28041;Краснотурьинск;59.77;60.22
28066;Кондинское;59.39;67.23
28135;Качканар;58.41;59.32
28143;Сосьва;59.17;61.92
28155;Новоселово;59;63.8
28172;Уват;59.1;68.55
28222;Добрянка;58.45;56.45
28315;Игра;57.55;53.1
28345;Липовское;57.45;61.17
28353;Туринская Слобода;57.62;64.38
28366;Ярково;57.25;67.05
28441;Исток;56.77;60.88
28442;Уктус;56.7;60.78
28443;Богданович;56.82;60.1
28455;Бутка;56.72;63.77
28498;Колосовка;56.45;73.65
28637;Кропачево;55;57.97
28645;Челябинск-Город;55.15;61.3
28709;Клявлино;54.27;52.03
28741;Мирный;54.54;60.29
28747;Петропавловский;54.02;60.12
28754;Октябрьское;54.25;62.42
28805;Кинель-Черкассы;53.47;51.58
28833;Верхнеуральск;53.88;59.2
28839;Магнитогорск II;53.38;58.77
28847;Варна;53.38;60.95
29230;Колпашево I;58.32;82.93
29401;Седельниково;56.95;75.3
29439;Томск II;56.38;85.22
29498;Шиткино;56.34;98.37
29534;Пихтовка;55.97;82.69
29614;Квашнино;55.03;77.88
29637;Учебная;54.97;82.95
29645;Кемерово II;55.25;86.22
29701;Любимовка;54.67;75.1
29723;О. Дальний;54.47;82.27
29830;Барнаул;53.37;83.52
29855;Лужба;53.63;88.92
29864;Уйбат;53.72;90.36
29892;Хадама;53.95;98.81
29954;Таштагол;52.75;87.9
30037;Непа;59.25;108.23
30069;Перевоз;59;116.92
30074;Мача;59.93;117.6
30089;Джикимда;59.01;121.83
30127;Токма;58.23;105.73
30198;Суон-Тит;58.06;123.71
30218;Новая Игирма;57.12;103.95
30229;Верхне-Марково;57.33;107.06
30316;Железногорск;56.45;104.12
30348;Уоян;56.13;111.62
30393;Чульман;56.83;124.86
30437;Карам;55.15;107.62
30456;Ую;55.58;114.5
30493;Нагорная;55.96;124.88
30505;Куйтун;54.35;101.53
30507;Икей;54.18;100.08
30552;Моклакан;54.77;118.88
30555;Троицкий Прийск;54.61;113.12
30585;Гуля;54.67;121
30597;Уруша;54.02;122.89
30669;Зилово;53.07;117.48
30676;Часовая;53.42;119.97
30679;Горбица;53.09;119.22
30714;Дабады;52.1;102.7
30721;Еланцы;52.8;106.45
30733;Нестерово;52.38;107.87
30738;Новая Курба;52.05;108.52
30755;Бургень;52.43;113.77
30765;Зюльзя;52.54;116.19
30766;Чернышевск;52.52;117
30778;Батакан;52.06;118.83
30781;Урюпино;52.75;120.03
30814;Исток Ангары;51.87;104.82
30916;Торей;50.53;104.83
30941;Черемховский Перевал;50.73;110.27
30952;Дульдурга;50.68;113.58
31005;Томмот;58.96;126.26
31011;Буяга;59.66;127.05
31016;Угино;58.63;128.5
31026;Учур;58.73;130.61
31041;Усть-Миль;59.63;133.03
31102;Канку;57.65;125.96
31257;Береговой;54.38;127.4
31299;Тыгда;53.06;126.21
31311;Огорон;53.97;129.07
31373;Октябрьский Прийск;53;128.64
31392;Стойба;52.79;131.72
31394;Селемджинское;52.58;131.13
31423;Удинское;52.55;138.51
31469;Чегдомын;51.1;132.57
31502;Мариинск;51.44;140.11
31538;Сутур;50.04;132.08
31541;Солони;50.83;133.17
31550;Солнечный;50.7;136.7
31583;Малиновка;49.77;129.91
31647;Литовко;49.14;135.11
31733;Елабуга;48.49;135.53
31791;Хор;47.87;134.95
31902;Молодежное;45.95;136.48
31903;Белкин;45.82;137.68
31923;Новосельское;44.75;132.72
31958;Богополь;44.25;135.44
32014;Москальво;53.57;142.5
32017;Одопту;53.4;143.2
32054;Ныш;51.53;142.75
32071;Тымовское;50.44;142.43
32077;Онор;50.14;142.35
32092;Первомайское;49.97;143.27
32116;Макаров;48.37;142.47
32133;Долинск;47.2;142.48
32136;Стародубское;47.42;142.82
32138;Новоалександровск;47.05;142.73
32143;Огоньки;46.78;142.4
32149;Мыс Крильон;45.54;142.05
32477;Соболево;54.18;155.56
32540;Петропавловск-Камчатск. I;53.08;158.58
32548;Елизово;53.18;158.45
32559;Мыс Шипунский;53.1;160.08
33042;Злынка;52.47;31.66
34002;Железногорск;52.35;35.37
36033;Шипуново;52.17;82.28
36037;Горняк;50.97;81.42
36041;Усть-Чарышская Пр.;52.4;83.68
36044;Усть-Калманка;52.12;83.38
36078;Тэли;51.02;90.2
36089;Шагонар;51.42;92.73
36092;Туран;52.08;93.55
36249;Актру;50.08;87.82
36325;Кунгур-Тук;50.59;97.51
20026;О.Виктория;80.15;36.75
20034;Хагурское;80.8;47.63
20046;Гмо Им. Кренкеля;80.61;58.05
20049;О. Рудольфа;81.8;57.97
20066;О. Ушакова;80.82;79.25
20069;О. Визе;79.5;76.98
20087;Остров Голомянный;79.55;90.61
20097;Мыс Песчаный;79.43;103.65
20107;Баренцбург;78.07;14.25
20186;О.Краснофлотский;78.6;98.7
20199;О. Малый Таймыр;78.08;106.7
20274;О. Уединения;77.5;82.2
20277;О. Исаченко;77.15;89.2
20289;О. Русский;77.16;96.43
20291;Бухта Солнечная;78.2;103.27
20292;Гмо Им.Е.К. Федорова;77.71;104.3
20294;О-Ва Гейберга;77.6;101.52
20353;Мыс Желания;76.95;68.55
20357;Русская Гавань;76.18;62.58
20388;О. Правды;76.27;94.77
20471;О-Ва Известий;75.91;82.95
20476;Мыс Стерлегова;75.41;88.9
20665;О. Вилькицкого;73.51;75.76
20744;Малые Кармакулы;72.38;52.73
20766;Мыс Лескина;72.32;79.57
20856;Моржовая;71.41;67.58
20862;Им.Шестидесятилетия Влксм;71.96;74.32
20943;Мыс Меньшикова;70.69;57.61
20946;Им.Е.К.Федорова;70.44;59.08
20964;Тадебяяха;70.37;74.13
20967;Сеяха;70.15;72.56
20978;Караул;70.08;83.17
20982;Волочанка;70.94;94.5
21301;Андрея;76.75;104.43
21358;О. Жохова;76.15;152.83
21405;Бухта М.Прончищевой;75.53;113.43
21432;Остров Котельный;76;137.89
21535;Пролив Санникова;74.66;138.91
21537;О. Столбовой. Нав.;74.17;135.45
21541;Земля Бунге;74.9;142.1
21608;Анабар;73.21;113.5
21611;Мыс Терпяя-Тумса;73.54;118.72
21613;О-Ва Дунай;73.93;124.5
21627;Загиллах-Ари;73.15;128.85
21636;Мыс Кигилях;73.35;139.88
21647;Мыс Шалаурова;73.18;143.23
21701;Юрюнг-Хая;72.82;113.57
21711;Усть-Оленек;73;119.87
21712;Олимпийская;72.96;121.71
21721;Столб;72.4;126.35
21728;Остров Малышева;72.04;128.64
21733;Мыс Святой Нос;72.82;140.72
21813;Тюмети;71.91;123.45
21820;Тит-Ари;71.97;127.06
21821;Мыс Быков;72;129.1
21825;Остров Муостах;71.54;130.01
21826;Мыс Буор-Хая. Нав.;71.95;132.77
21834;Юздей.Навигационная;71.51;136.61
21849;Индигирская;71.26;150.28
21853;Остров Немкова;71.44;150.71
21908;Джалинда;70.13;113.96
21921;Кюсюр;70.68;127.4
21923;Найба;70.84;130.75
21931;Юбилейная;70.77;136.22
21934;Кулар;70.63;134.32
21937;Куйга;70.03;135.66
21965;О. Четырехстолбовой;70.63;162.48
21978;Валькаркай;70.08;170.91
21982;Остров Врангеля;70.96;-178.54
22003;Вайда Губа;69.93;31.98
22004;Никель;69.41;30.18
22009;Перевал;69.2;31.4
22012;Цып-Нав0Лок;69.73;33.09
22014;Мыс Пикшуев;69.55;32.43
22018;Ура-Губа;69.28;32.8
22019;Полярное;69.19;33.48
22028;Териберка;69.19;35.09
22100;Верховье Р.Лотты;68.53;28.91
22101;Янискоски;68.96;28.78
22105;Ниванкюль;68.35;30.73
22106;Падун;68.6;31.8
22112;Кола;68.88;33.02
22119;Пулозеро;68.34;33.29
22123;Туманная;68.91;35.66
22127;Ловозеро;68.08;34.8
22133;О. Харлов;68.81;37.31
22140;Святой Нос;68.13;39.76
22144;Губа Дроздовка;68.33;38.41
22145;Мыс Черный;68.36;38.64
22165;Канин Нос;68.65;43.3
22193;Бугрино;68.8;49.33
22205;Ена;67.6;31.17
22212;Мончегорск;67.96;32.88
22213;Апатиты;67.68;33.25
22214;Зашеек;67.4;32.55
22216;Кировск;67.58;33.58
22219;Центральный Рудник;67.5;33.8
22232;Колм'явр;67.98;36.93
22249;Каневка;67.13;39.66
22259;Терско-Орловский;67.2;41.3
22269;Мыс Конушин;67.15;43.9
22271;Шойна;67.88;44.13
22282;Мыс Микулкин;67.8;46.66
22292;Индига;67.69;48.76
22301;Алакуртти;66.95;30.37
22302;Зареченск;66.68;31.43
22305;Зашеек;66.25;31.12
22312;Ковда;66.7;32.88
22334;Кашкаранцы;66.33;36.01
22339;Чаваньга;66.1;37.75
22355;Сосновец;66.29;40.41
22361;Моржовец;66.71;42.48
22365;Абрамовский Маяк;66.41;43.25
22375;Несь;66.6;44.68
22403;Кестеньга;65.88;31.83
22413;Энгозеро;65.78;33.93
22429;Соловки;65.01;35.42
22438;Жижгин;65.2;36.81
22446;Зимнегорский Маяк;65.28;39.44
22452;Инцы;65.97;40.72
22481;Мосеево;65.76;46.18
22499;Борковская;65.23;49.58
22511;Юшкозеро;64.75;32.11
22518;Ругозеро;64.08;32.77
22525;Разнаволок;64.56;34.91
22526;Жужмуй;64.68;35.55
22529;Колежма;64.23;35.88
22541;Унский Маяк;64.5;38.24
22546;Северодвинск;64.58;39.78
22551;Мудьюг;64.85;40.28
22555;Васьково;64.42;40.42
22619;Паданы;63.26;33.41
22638;Калгачиха;63.33;36.7
22648;Турчасово;63.11;39.28
22657;Емца;63.06;40.34
22686;Вендинга;63.45;47.91
22707;Вяртсиля;62.18;30.68
22710;Поросозеро;62.72;32.7
22717;Суоярви;62.1;32.38
22721;Медвежьегорск;62.9;34.4
22723;Данилово;62.97;35.7
22725;Бор-Пуданцев;62.58;35.08
22727;Кондопога;62.16;34.3
22738;Куганаволок;62.23;36.96
22781;Окуловская;62.97;46.58
22805;О. Валаам;61.36;30.88
22806;Лесогорский;61.03;28.93
22816;Пряжа;61.68;33.61
22823;Маячный;61.81;35.25
22824;Ладва;61.34;34.67
22829;Вознесенье;61.01;35.48
22833;Колодозеро;61.77;37.75
22835;Павликовская;61.28;36.35
22869;Шангалы;61.13;43.35
22888;Курцево;61.15;46.55
22889;Вилегодское;61.07;47.58
22896;Рощино;60.25;29.62
22897;Озерки;60.21;29
22899;Лисий Нос;60.02;29.98
22907;О. Гогланд;60.08;26.98
22912;Олонец;60.98;32.95
22915;Свирица;60.28;32.54
22917;Новая Ладога;60.11;32.31
22944;Чарозеро;60.46;38.61
22966;Тарногский Городок;60.5;43.6
22983;Лальск;60.68;47.6
22988;Подосиновец;60.27;47.07
23020;Югорский Шар;69.82;60.75
23024;Мыс Белый Нос;69.6;60.21
23029;Усть-Кара;69.25;64.96
23058;Антипаюта;69.08;76.85
23066;Тухарт;69.57;84.32
23078;Норильск;69.33;88.3
23104;Сенгейский Шар;68.35;50.78
23105;Тобседа;68.54;52.25
23109;Мыс Болванский;68.3;54.5
23114;Мыс Константиновский;68.55;55.5
23176;Исток;68.42;89.25
23179;Снежногорск;68.06;87.46
23207;Коткино;67.01;51.2
23214;Шапкино;67.6;55.15
23215;Хорей-Вер;67.41;58.06
23219;Хоседа-Хард;67.08;59.38
23220;Елецкая;67.05;64.07
23274;Игарка;67.46;86.56
23275;Горбиачин;67.48;87.83
23305;Окунев Нос;66.25;52.58
23311;Мишвань;66.57;55.44
23316;Адзьва-Вом;63.6;59.28
23332;Полярный Урал;67.02;65.08
23324;Петрунь;66.43;60.76
23331;Ра-Из;66.94;65.46
23339;Полуй;66.03;68.68
23341;Яр-Сале;66.84;70.84
23363;Советская Речка;66.81;83.8
23375;Курейка;66.46;87.21
23376;Светлогорск;66.92;88.35
23411;Мутный Материк;65.94;55.16
23412;Усть-Уса;65.96;56.91
23416;Кожим Рудник;65.43;59.35
23423;Хальмер-Ю;67.93;64.77
23426;Мужи;65.38;64.71
23431;Питляр;65.85;65.98
23443;Пангоды;65.8;74.5
23463;Янов Стан;65.98;84.26
23465;Красноселькупск;65.69;82.45
23484;Большой Порог;65.63;90.05
23509;Кедва-Вом;64.21;53.56
23514;Ираель;64.51;55.39
23516;Неройка;64.57;59.67
23519;Верхний Шугор;64.05;59.43
23541;Лонг-Юган;64.77;70.95
23589;Тутончаны;64.19;93.78
23608;Месью;63.17;52.6
23656;Халесовая;63.23;78.19
23678;Верхнеимбатск;63.15;87.95
23699;Кербо;62.71;101.11
23704;Емва;62.6;50.78
23707;Усть-Вымь;62.23;50.42
23708;Лунь;62.23;52.48
23709;Помоздино;62.18;54.2
23737;Сосновый;62.02;66.41
23741;Нижнесортымск;62.45;74.4
23774;Келлог;62.48;86.28
23789;Полигус;62;94.64
23807;Пустошь;61.11;50.28
23812;Якша;61.83;56.86
23813;Усть-Унья;61.79;57.91
23815;Тулпан;61.21;57.29
23841;Горково;61.69;70.66
23843;Ермаково;61.79;74.04
23848;Нефтеюганск;61.03;72.61
23891;Байкит;61.66;96.36
23917;Красновишерск;60.42;57.11
23923;Супра;60.87;64.88
23928;Урай;60.15;64.82
23952;Стрежевое;60.73;77.62
24051;Сиктях;69.91;125
24065;Намы;69.53;132.2
24071;Джангкий;69.76;135.2
24076;Депутатский;69.33;139.66
24095;Воронцово;69.57;147.53
24136;Сухана;68.8;117.96
24194;Белая Гора;68.53;146.17
24197;Дружина;68.2;145.35
24219;Ярольин;67.13;108.53
24231;Маак;67.7;116.38
24257;Собопол;67.11;126.2
24361;Екючю;66.77;131.6
24396;Арылах;66.35;150.5
24421;Айхал;66.55;111.75
24477;Иэма;65.3;135.66
24588;Юрты;64.05;141.88
24606;Кислокан;63.58;103.97
24642;Кызыл-Сыр;63.9;122.88
24661;Сеген-Кюель;64;130.3
24678;Западная;63.13;138.28
24679;Восточная;63.21;139.6
24684;Агаякан;63.33;141.73
24698;Аркагала;63.15;146.92
24718;Хамакар;62.17;108.22
24761;Борогонцы;62.68;131.16
24766;Ытык-Кель;62.36;133.55
24798;Оротук;62.12;148.48
24802;Стрелка Чуня;61.75;102.8
24807;Муторай;61.33;100.47
24858;Синское;61.07;126.51
24946;Саныяхтат;60.81;125.31
24955;Тумул-Лена;60.37;127.5
24975;Ыныкчан;60.36;137.5
24988;Арка;60.08;142.33
25034;Бухта Амбарчик;69.56;162.3
25042;О.Айон;69.94;167.98
25055;Красноармейский;69.54;172.02
25059;Комсомольский;69.14;172.72
25062;Мыс Биллингса;69.88;175.75
25121;Колымская;68.73;158.72
25129;Константиновская;68.15;161.17
25138;Бисер;68.1;164.16
25150;Майская;68.96;173.71
25173;Мыс Шмидта;68.91;-179.49
25273;Иультин;67.87;-178.73
25286;О.Колычин;67.48;-174.65
25372;Амгузма;67;-178.93
25392;Мыс Нэттэн;66.97;-171.96
25434;Уточан;65.67;162.4
25493;О.Ратманова;65.78;-169.09
25496;Залив Лаврентия;65.58;-171.02
25516;Кольцевая;64.37;157.3
25526;Кегали;64.25;161.06
25595;Мыс Чаплина;64.39;-172.23
25608;Каньон;63.28;151.42
25627;Лабазная;63.3;158.5
25648;Слаутное;63.2;167.85
25701;Хатыннах;62.7;150
25708;Синегорье;62.05;150.4
25744;Каменское;62.48;166.21
25777;Бухта Гавриила;62.42;179.13
25816;Пестрая Дрезва;61.52;156.72
25822;Гижига;61.95;160.38
25858;Красная;61.22;172.68
25916;Мыс Алевина;58.85;151.36
25919;Мыс Братьев;59.1;153.33
25922;Шелехова;60.71;155.88
25955;Бухта Лаврова;60.4;167.07
26057;Нарва-Йыэсуу;59.47;28.03
26060;Кронштадт;59.98;29.77
26061;Шепелево;59.85;29.28
26062;Невская;59.92;30.25
26065;Пулково;59.8;30.32
26066;Кипень;59.67;29.85
26067;Волосово;59.43;29.5
26069;Белогорка;59.35;30.13
26070;Ржевка;59.98;30.57
26072;Петрокрепость;59.93;31.05
26081;Волхов;59.92;32.31
26095;Ларьянская;59.57;33.63
26099;Ефимовская;59.5;34.7
26157;Гдов;58.71;27.78
26161;Осьмино;59.01;29.07
26188;Веребье;58.67;32.69
26196;Хвойная;58.9;34.52
26264;Струги Красные;58.27;29.1
26275;Старая Русса;58.01;31.19
26283;Окуловка;58.36;33.31
26285;Крестцы;58.27;32.52
26289;Валдай;57.58;33.14
26291;Боровичи;58.41;33.9
26359;Пушкинские Горы;57.01;28.9
26398;Кувшиново;57.02;34.17
26456;Опочка;56.71;28.71
26462;Сущево;57;29.89
26479;Торопец;56.48;31.63
26487;Западная Двина;56.26;32.07
26488;Лесной Заповедник;56.47;34.93
26578;Велиж;55.61;31.17
26595;Сычевка;55.81;34.26
26607;Пионерский;54.95;20.15
26614;Советск;55.08;21.93
26673;Демидов;55.27;31.52
26681;Ново-Пречистое;55.5;32.34
26686;Сафоново;55.1;33.23
26701;Балтийск;54.65;19.88
26706;Железнодорожный;54.36;21.3
26711;Черняховск;54.63;21.76
26783;Ельня;54.34;33.1
26784;Починок;54.41;32.42
26798;Фаянсовая;54.06;34.37
26992;Брянск;53.22;34.18
26996;Навля;52.5;34.3
27026;Коробово;59.63;39.29
27044;Биряково;59.58;41.48
27071;Кичменгский Городок;59.98;45.82
27126;Владычное;58.81;39.47
27143;Солигалич;59.07;42.27
27157;Чухлома;58.75;42.67
27196;Киров;58.52;49.32
27212;Кесьма;58.39;37.06
27213;Брейтово;58.3;37.87
27217;Бежецк;57.77;36.7
27229;Тутаев;57.9;39.53
27235;Данилов;58.19;40.17
27243;Галич;58.38;42.36
27295;Верхошижемье;58.02;49.12
27305;Толмачи;57.41;35.69
27321;Углич;57.5;38.29
27349;Лух;57.01;42.26
27412;Савелово;56.86;37.38
27447;Ковров;56.34;41.32
27462;Семенов;56.72;44.52
27480;Санчурск;56.97;47.31
27493;Наптас;56.81;49.82
27516;Ленино-Дачное;55.52;37.6
27518;Подмосковная;55.72;37.2
27519;Москва. Тсха;55.83;37.55
27553;Нижний Новгород;56.22;43.82
27561;Ройка;56.22;44.03
27565;Дал.Константиново;55.8;44.83
27593;Арск;56.08;49.88
27594;Вязовые;55.82;48.52
27604;Темкино;55.07;35.01
27606;Малоярославец;55.01;36.48
27614;Михайловское;55.47;37.17
27666;Большое Болдино;55.02;45.32
27679;Алатырь;54.85;46.6
27729;Михайлов;54.22;39.02
27731;Рязань II;54.62;39.72
27734;Старожилово;54.27;39.97
27736;Шилово;54.29;40.88
27756;Краснослободск;54.43;43.76
27777;Большие Березники;54.17;45.98
27782;Дрожжаное;54.72;47.55
27799;Димитровград;54.22;49.59
27809;Болхов;53.43;36.03
27814;Плавск;53.39;37.14
27821;Узловая;54;38.08
27824;Волово;53.56;38
27836;Сараи;53.72;41
27842;Шацк;53.97;41.84
27853;Наровчат;53.86;43.68
27858;Пачелма;53.33;43.31
27861;Инсар;53.86;44.38
27872;Инза;53.51;46.25
27877;Городище;53.28;45.68
27888;Безводовка;53.5;47.94
27890;Тольятти;53.46;49.46
27894;Новодевичье;53.59;48.83
27915;Верховье;52.81;37.26
27921;Ефремов;53.15;38.13
27937;Грязи;52.5;39.92
27944;Тамбов I;52.72;41.47
27961;Каменка Белинская;53.18;44.03
27966;Кондоль;52.82;45.67
27972;Радищево;53.05;46.43
27973;Кузнецк;53.09;46.59
27981;Канадей;53.15;47.51
27983;Сызрань;53.16;48.46
27995;Самара;52.97;49.43
28097;Таурово;59.51;73.25
28105;Белая Холуница;58.83;50.85
28109;Омутнинск;58.69;52.16
28128;Чермоз;58.77;56.2
28131;Кизел;59.02;57.34
28138;Бисер;58.51;58.85
28202;Фаленки;58.34;51.56
28214;Глазов;58.13;52.66
28225;Пермь II;57.57;56.12
28228;Большое Савино;57.92;56.02
28238;Кын;57.83;58.65
28278;Вагайское;57.56;69.02
28307;Уржум;57.11;50
28312;Дебессы;57.63;53.76
28313;Большая Соснова;57.68;54.6
28319;Ножовка;57.08;54.75
28321;Оханск;57.71;55.38
28324;Оса;57.28;55.45
28413;Чайковский;56.75;54.08
28513;Нефтекамск;55.1;54.35
28517;Мензелинск;55.72;53.06
28522;Аскино;56.08;56.58
28525;Хлебодаровка;55.83;56.75
28526;Караидель;55.83;56.92
28535;Емаши;55.93;58.62
28581;Абатский;56.25;70.43
28606;Акташ;55.03;52.13
28610;Дюртюли;55.43;54.7
28613;Верхнеяркеево;55.43;54.33
28617;Азнакаево;54.87;53.1
28624;Кушнаренково;55.13;55.35
28629;Улу-Теляк;54.9;56.95
28687;Булаево;54.9;70.45
28705;Челно-Вершины;54.41;51.1
28710;Раевский;54.08;54.91
28712;Туймазы;54.58;53.72
28713;Буздяк;54.55;54.53
28719;Аксаково;54.02;54.18
28721;Чишмы;54.57;55.38
28726;Архангельское;54.4;56.8
28730;Инзер;54.23;57.5
28736;Учалы;54.37;59.43
28764;Пресногорьковка;54.48;65.78
28775;Явленка;54.35;68.43
28779;Чаглы;54.17;69.53
28785;Возвышенка;54.43;70.92
28801;Красное Поселение;53.96;50.36
28802;Серноводск;53.92;51.27
28817;Троицкое;53.33;52.82
